completion_time,spatial_errors,target_distance
0.14280000000000004,1.0,0
-1.1143142857142858,1.0,3
1.2856857142857143,1.0,0
-0.8856857142857144,-0.276,2
1.0,1.0,0
-0.6571142857142858,-1.366,2
-1.1142857142857143,-0.6480000000000001,2
0.9428857142857142,0.906,0
0.3713714285714286,0.04200000000000004,1
-0.8856857142857144,-2.2840000000000003,3
-1,-0.48,2
-2.4285714285714284,0.354,3
0.8857142857142857,0.5820000000000001,1
0.3142857142857143,0.1279999999999999,1
0.7142857142857143,1.0,0
0.37142857142857144,0.78,1
-0.6571428571428573,0.46199999999999997,2
-0.8857428571428572,-2.88,3
-1,1.0,3
-0.9999714285714285,-1.862,3
1.4,1.0,0
-2.942885714285715,0.07799999999999996,3
-0.08568571428571436,-0.8180000000000001,2
-0.7714000000000001,0.77,2
-0.8285142857142858,-1.9940000000000002,2
0.8856571428571429,0.392,1
-0.8285714285714285,-0.6440000000000001,3
0.4285428571428571,0.07799999999999996,1
0.9428571428571428,0.576,1
1.8000571428571428,0.8240000000000001,0
0.14291428571428566,-4.924,1
0.7143142857142857,1.0,0
0.37142857142857144,0.24,1
-1.2285714285714286,-0.266,2
1.5714285714285714,1.0,0
-1.2285142857142857,-2.2079999999999997,1
-2.714342857142857,-8.804,2
0.3714571428571428,-0.746,1
-1.5142571428571427,0.95,2
1.6857714285714285,1.0,0
0.2571428571428571,-2.848,2
1.5142857142857142,0.888,0
-0.6570857142857143,-2.3619999999999997,2
1.2285714285714286,0.844,0
1.4570571428571428,1.0,0
0.3714571428571428,-1.1219999999999999,3
0.3142285714285715,0.8280000000000001,2
-0.4286857142857141,-1.012,1
0.37142857142857144,-1.2559999999999998,2
-0.7715142857142856,-0.8839999999999999,3
1.4571999999999998,0.914,0
1.4570571428571428,1.0,0
1.1714285714285715,0.628,1
-0.02859999999999996,-1.6760000000000002,1
-0.8857142857142857,-8.986,3
-0.08574285714285712,0.62,2
-1.4000285714285714,-2.742,3
0.25711428571428574,0.484,1
-1.1142571428571428,-0.41400000000000015,2
-0.7715142857142856,-1.7679999999999998,2
1.5142571428571427,0.862,0
-0.9428000000000001,-1.0699999999999998,1
0.2571428571428571,0.396,3
1.4571714285714286,1.0,0
-0.48574285714285703,-3.412,3
-0.7713714285714286,-0.51,3
0.08571428571428574,0.118,1
-0.5428571428571429,0.8280000000000001,3
-0.7715142857142856,-3.644,3
1.628457142857143,0.772,0
-0.8857428571428572,-3.7219999999999995,1
0.4856285714285715,0.674,3
0.31434285714285715,0.18200000000000005,2
-0.5428285714285714,0.47,2
-2.314257142857142,-0.020000000000000018,3
-0.4856857142857143,0.638,2
1.5143142857142857,1.0,0
1.4571999999999998,1.0,0
0.25711428571428574,0.15000000000000002,1
-0.8858285714285714,0.6839999999999999,2
-0.5999428571428571,-1.444,3
0.7714857142857142,1.0,1
1.8572,1.0,0
-2.2000285714285712,-0.482,2
-0.9999428571428572,0.512,3
1.5142857142857142,1.0,0
0.7714857142857142,0.66,1
-0.028514285714285714,0.276,1
0.9999142857142858,0.3320000000000001,1
0.4856285714285715,0.384,3
-1.5143142857142857,-3.878,2
1.2285142857142857,0.388,1
0.02859999999999996,0.886,3
-0.5999428571428571,-1.064,2
-0.3714857142857142,0.98,2
0.3714571428571428,1.0,1
-0.6000857142857141,0.05600000000000005,2
1.3428857142857142,1.0,0
1.628542857142857,1.0,0
0.31434285714285715,0.20999999999999996,1
0.5428857142857142,0.522,1
-1.9142857142857141,-0.08000000000000007,3
1.7428,1.0,0
-1.8000571428571428,-0.23199999999999998,3
0.4285428571428571,0.44800000000000006,3
1.285742857142857,1.0,0
1.5142857142857142,0.692,0
-0.14280000000000004,-1.3639999999999999,2
1.5142857142857142,1.0,0
0.19991428571428582,1.0,1
-1.2285142857142857,0.8340000000000001,2
1.6285714285714286,0.908,0
0.3714857142857142,0.46399999999999997,1
-0.4857714285714285,-2.1879999999999997,3
-0.3142285714285715,-2.5740000000000003,3
0.20005714285714282,0.652,2
-0.8858285714285714,-1.1559999999999997,2
-0.3142571428571428,-1.38,3
1.5714857142857142,1.0,0
1.5142857142857142,0.794,0
0.4286,0.972,1
-0.9429428571428571,1.0,1
